Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,Material_Involved_Clean,Movement_Type_Clean,has_history_date,event_year,slope_deg,rainfall_mm,soil_moisture_mm,label
400,ASM/WKA/83C09/2016/27,Assam,West Karbi Anglong,Power house Amtreng,"Karbi Langpi hydro dam (power
house road)",25.95931,92.51753,Debris,Slide,Debris,Slide,0,,1.7,14.97122951,0.486417452,1
401,ASM/WKA/83C09/2016/9,Assam,West Karbi Anglong,S of Baithalangso,"SH-18, Baithalangso-Tika road",25.96094,92.60122,Debris,Slide,Debris,Slide,0,,2.47,14.97122951,0.486417452,1
402,ASM/WKA/83B08/2017/44,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.4,"~1Km North-West of Ulukunchi.
Sunani - Umpanai road",25.961444,92.341333,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,8.38,14.97122951,0.486417452,1
403,AS/KAR/83G05/2017/4,Assam,Karbi Anglong,Kania Terongaon2,NH36,25.96256,93.46922,Soil cum debris,Slide,Debris cum Soil,Slide,0,,0.41,12.94967213,0.492063559,1
388,ASM/WKA/83C09/2016/5,Assam,West Karbi Anglong,Hamren-1,"SH-18, Hamren road",25.86958,92.59411,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,1.54,14.97122951,0.486417452,1
389,AS/KAR/83G05/2017/5,Assam,Karbi Anglong,Dilaiji,DilaijiMon Terang road,25.88494,93.45792,Soil,Slide,Soil,Slide,0,,0.31,12.94967213,0.492063559,1
390,ASM/WKA/83C09/2016/4,Assam,West Karbi Anglong,SW of Tiriphlang,"SH-19, Donkamokam-Hamren
road",25.88692,92.61347,Debris,Slide,Debris,Slide,0,,3.5,14.97122951,0.486417452,1
391,ASM/WKA/83C09/2016/1,Assam,West Karbi Anglong,Rohang Habal,"SH-19, Donkamokam-Hamren
road",25.90653,92.65819,Debris cum earth,Slide,Debris cum Earth,Slide,0,,2.52,14.97122951,0.486417452,1
392,ASM/WKA/83C09/2016/2,Assam,West Karbi Anglong,NE of Linsika,"SH-19, Donkamokam-Hamren
road",25.90692,92.64714,Debris,Slide,Debris,Slide,0,,0.93,14.97122951,0.486417452,1
460,AS/KAM/78N16/2015/79,Assam,Kamrup,10th mile,"10th mile, Khanapara",26.102944,91.862111,Debris,Slide,Debris,Slide,0,,13.05,13.51032787,0.482562705,1
462,ASM/NAG/83B08/2017/17,Assam,Nagaon,Amsoi-Amtrang road slide No.17,Amsoi- Amtrang road,26.105667,92.441,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,3.24,13.91721311,0.483772541,1
463,AS/KAM/78N12/2015/70,Assam,Kamrup,Matiapahar,"Matiapahar, Natun bosti near
Rani gate",26.105806,91.62275,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,0.62,13.51032787,0.482562705,1
464,AS/KAM/78N16/2014/07,Assam,Kamrup (Metro),Ganeshpur-Lalmati,"About 500 m south of Game
village, Lalmati, NH-37",26.10711,91.78917,Earth,Flow,Earth,Flow,0,,0.57,14.77991803,0.483023429,1
434,ASM/WKA/83B08/2017/24,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.21,"~1Km South-West ofTakbigang,
Amsoi- Amtrang road",26.045806,92.450778,Earth,Slide,Earth,Slide,0,,3.39,14.97122951,0.486417452,1
436,AS/KAM/78N16/2015/87,Assam,Kamrup,Tanduk,"Tanduk, Kamrup",26.050286,91.880072,Debris,Slide,Debris,Slide,0,,0.98,13.51032787,0.482562705,1
437,AS/KAR/83F08/2018/2,Assam,Karbi Anglong,Charbong Slide No. 2,SE of Charbong,26.056083,93.406528,Soil,Slide,Soil,Slide,0,,4.72,12.94967213,0.492063559,1
438,AS/KAR/83F08/2018/1,Assam,Karbi Anglong,Charbong Slide No. 1,SE of Charbong,26.058972,93.406972,Soil,Slide,Soil,Slide,0,,0.21,12.94967213,0.492063559,1
439,AS/GOA/78J12/2018/2,Assam,Goalpara,Phophonga village landslide,Phophonga village,26.061,90.605,Rock cum debris,Slide,Debris cum Rock,Slide,0,,1.9,16.84770492,0.303980567,1
440,AS/KAM/83B4/2015/98,Assam,Kamrup,Enroute Noonmati-3,"En-route Noonmati-3, Kamrup",26.061861,92.147889,Debris,Slide,Debris,Slide,0,,0.31,13.51032787,0.482562705,1
441,AS/KAM/78N16/2015/83,Assam,Kamrup,Markdola-2,"Marakdola, near Aluminium
production factory, Kamrup",26.0641,91.889136,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,5.08,13.51032787,0.482562705,1
473,AS/KAM/83B4/2015/93,Assam,Kamrup,2no. Rabingaon,"2 no. Rabingaon, Kamrup",26.112083,92.091028,Debris,Slide,Debris,Slide,0,,0.46,13.51032787,0.482562705,1
476,AS/KAM/78N16/2015/78,Assam,Kamrup,Garobasti,"Garobasti, 8th Mile, near
Khanapara, Kamrup",26.115139,91.837833,Debris,Slide,Debris,Slide,0,,1.65,13.51032787,0.482562705,1
449,AS/KAM/83B4/2015/95,Assam,Kamrup,Nibira Gaon,"Nibira Gaon, Anganbari, Kamrup",26.094578,92.135144,Earth,Slide,Earth,Slide,0,,0.93,13.51032787,0.482562705,1
450,ASM/NAG/83B08/2017/14,Assam,Nagaon,Amsoi-Amtrang road slide No.14,"~300 meter North of
Garampani, Amsoi- Amtrang
road",26.096722,92.43875,Rock,Fall,Rock,Fall,0,,9.08,13.91721311,0.483772541,1
451,AS/KAM/78N16/2015/109,Assam,Kamrup,Alenga,"Alenga-Kanaidas, Sonapur,
Kamrup",26.097986,91.980589,Debris,Slide,Debris,Slide,0,,0.36,13.51032787,0.482562705,1
453,ASM/NAG/83B08/2017/13,Assam,Nagaon,Amsoi-Amtrang road slide No.13,"~500 meter North of
Garampani, Amsoi- Amtrang
road",26.098222,92.439389,Rock,Slide,Rock,Slide,0,,6.91,13.91721311,0.483772541,1
454,AS/KAM/78N16/2015/69,Assam,Kamrup,"Jorabat, Khanapara",NH-37,26.099975,91.876625,Earth,Slide,Earth,Slide,0,,7.37,13.51032787,0.482562705,1
456,AS/KAM/83B4/2015/89,Assam,Kamrup,Tegheria,"Barbitli to Tighira road, Kamrup",26.10175,92.040222,Debris,Slide,Debris,Slide,0,,0.46,13.51032787,0.482562705,1
409,ASM/WKA/83C09/2016/28,Assam,West Karbi Anglong,Amtreng-1,"SH-16, East of Amtreng Market",25.98219,92.51892,Rock,Slide,Rock,Slide,0,,6.76,14.97122951,0.486417452,1
411,AS/GOA/78J12/2018/1,Assam,Goalpara,Phophonga hill landslide,NH-37/Bolbola village,26.006,90.595,Rock cum debris,Slide,Debris cum Rock,Slide,0,,0.05,16.84770492,0.303980567,1
414,ASM/WKA/83B08/2017/34,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.31,"~1.2 Km North-East of
Duronggaon, Amsoi- Amtrang
road",26.016389,92.48225,Earth,Slide,Earth,Slide,0,,0.15,14.97122951,0.486417452,1
416,ASM/WKA/83B08/2017/33,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.30,"Darongaon, Amsoi- Amtrang
road",26.024167,92.475,Earth,Slide,Earth,Slide,0,,3.24,14.97122951,0.486417452,1
384,AS/KAR/83G09/2017/6,Assam,Karbi Anglong,Hafjan Kidingpur1,DhansiriChiru Timung road,25.85498,93.56638,Debris,Slide,Debris,Slide,0,,0.41,12.94967213,0.492063559,1
385,ASM/WKA/83C09/2016/30,Assam,West Karbi Anglong,Hamren-4,Hamren,25.85544,92.57369,Debris,Slide,Debris,Slide,0,,6.36,14.97122951,0.486417452,1
386,ASM/WKA/83C09/2016/3,Assam,West Karbi Anglong,SE of Rongsope,Kolonga-Teran-Rongsope road,25.85992,92.72558,Debris,Slide,Debris,Slide,0,,0.05,14.97122951,0.486417452,1
387,ASM/WKA/83C09/2016/29,Assam,West Karbi Anglong,Hamren-3,Hamren,25.864186,92.571047,Debris,Slide,Debris,Slide,0,,0.31,14.97122951,0.486417452,1
372,AS/KAR/83G09/2017/19,Assam,Karbi Anglong,Nowgong2,"Along Northeast Frontiers
Railway line",25.84516,93.68408,Debris,Slide,Debris,Slide,0,,0.36,12.94967213,0.492063559,1
373,AS/KAR/83G09/2017/18,Assam,Karbi Anglong,Nowgong1,DiphuDimapur road,25.84541,93.68312,Debris,Slide,Debris,Slide,0,,0.36,12.94967213,0.492063559,1
374,AS/KAR/83G09/2017/20,Assam,Karbi Anglong,Nowgong3,"Along Northeast Frontiers
Railway line",25.8465,93.687,Debris,Slide,Debris,Slide,0,,0.98,12.94967213,0.492063559,1
375,AS/KAR/83G09/2017/17,Assam,Karbi Anglong,NowgongTilabasti,Near Railway line,25.84782,93.70174,Rock cum debris,Slide,Debris cum Rock,Slide,0,,1.7,12.94967213,0.492063559,1
376,ASM/WKA/83C09/2016/23,Assam,West Karbi Anglong,Pangyatiso,"Mikading-Pangyatiso-Ranghidi
road",25.84875,92.68328,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,4.37,14.97122951,0.486417452,1
489,AS/KAM/83B04/2015/112,Assam,Kamrup,Sakauripara,"Sakauripara, Namghar, Kamrup",26.153556,92.038694,Debris,Slide,Debris,Slide,0,,0.67,13.51032787,0.482562705,1
491,AS/KAM/78N16/2014/08,Assam,Kamrup (Metro),Lichubagan,"Hegrabari Road, near Ganeshgu
ri, Guwahati.",26.15461,91.80086,Earth,Flow,Earth,Flow,0,,6.36,14.77991803,0.483023429,1
492,AS/KAM/78N16/2014/02,Assam,Kamrup (Metro),Udayachal Slide.,Guwahati-Shillong Road,26.15478,91.77411,Earth,Flow,Earth,Flow,0,,3.75,14.77991803,0.483023429,1
493,AS/KAM/78N16/2015/88,Assam,Kamrup,Lechubagan,"Lechubagan, Udaynagar,
Japorigog Hill, Kamrup",26.155,91.798167,Debris,Slide,Debris,Slide,0,,0.36,13.51032787,0.482562705,1
494,AS/KAM/78N16/2015/74,Assam,Kamrup,Amchang TG-4,"Amchang Tea Garden, Towards
Sonapur",26.158639,91.921889,Earth,Slide,Earth,Slide,0,,11.43,13.51032787,0.482562705,1
495,AS/KAM/78N16/2015/72,Assam,Kamrup,Amchang TG-2,Amchang Tea Garden,26.159139,91.915583,Debris,Slide,Debris,Slide,0,,9.08,13.51032787,0.482562705,1
496,AS/KAM/78N16/2015/73,Assam,Kamrup,Amchang TG-3,Amchang Tea Garden,26.159333,91.917611,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,8.48,13.51032787,0.482562705,1
466,ASM/NAG/83B08/2017/16,Assam,Nagaon,Amsoi-Amtrang road slide No.16,Amsoi- Amtrang road,26.107667,92.44003,Debris,Slide,Debris,Slide,0,,2.47,13.91721311,0.483772541,1
468,AS/KAM/78N16/2015/82,Assam,Kamrup,Marangabari-1,"Marangabari, Kamrup",26.109222,91.939,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,0.1,13.51032787,0.482562705,1
470,AS/KAM/78N16/2015/81,Assam,Kamrup,Medhikuchi-2,"En-route Medhikuchi to Upper
Tepesiya, Kamrup",26.110056,91.908944,Debris,Slide,Debris,Slide,0,,1.7,13.51032787,0.482562705,1
472,AS/KAM/78N16/2015/80,Assam,Kamrup,Kamarkuchi,"Between Jorabat and
Kamarkuchi, NH-37",26.110944,91.887917,Earth,Slide,Earth,Slide,0,,2.83,13.51032787,0.482562705,1
507,AS/KAM/78N16/2014/04,Assam,Kamrup (Metro),Nabragraha,Chandmari Road,26.18867,91.76694,Earth,Flow,Earth,Flow,0,,1.34,14.77991803,0.483023429,1
509,AS/KAM/78N16/2015/115,Assam,Kamrup,Akashinagar-1,"Akashinagar, Jyotinagar,
Nabagraha Hill",26.189306,91.787944,Debris,Slide,Debris,Slide,0,,4.93,13.51032787,0.482562705,1
511,AS/KAM/78N16/2015/85,Assam,Kamrup,3no. Salbari,"3no. Salbari, Babuji nagar,
Kharghuli Hill, Kamrup",26.19025,91.806472,Debris,Slide,Debris,Slide,0,,2.98,13.51032787,0.482562705,1
482,AS/KAM/78N16/2015/71,Assam,Kamrup,Datapara,"Datapara, Phatasil Hill",26.121056,91.716389,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,3.8,13.51032787,0.482562705,1
483,AS/KAM/78N16/2015/77,Assam,Kamrup,Jagdal,"Jagdal, SSB Camp, 1 km north
from NH-37, Kamrup",26.129583,91.938306,Debris,Slide,Debris,Slide,0,,1.44,13.51032787,0.482562705,1
484,AS/KAM/78N16/2014/01,Assam,Kamrup,Batahghuli,"Punjabari, Guwahati",26.13222,91.83972,Rock,Fall,Rock,Fall,0,,1.08,13.51032787,0.482562705,1
485,AS/KAM/78N16/2014/06,Assam,Kamrup (Metro),Dakhingaon,Kahilipara-Ganesh mandir road.,26.13442,91.7501,Earth,Flow,Earth,Flow,0,,0.82,14.77991803,0.483023429,1
487,AS/KAM/78N12/2015/68,Assam,Kamrup,Kalapahar,Paltan Bazar-Lakhra road,26.149444,91.748,Debris,Subsidence,Debris,Subsidence,0,,4.88,13.51032787,0.482562705,1
394,ASM/WKA/83C09/2016/7,Assam,West Karbi Anglong,Padam Pukhuri,"W of Padam Pukhuri, SH-16",25.945,92.66358,Debris,Slide,Debris,Slide,0,,2.78,14.97122951,0.486417452,1
397,ASM/WKA/83C09/2016/10,Assam,West Karbi Anglong,N of Langchar Terongaon,"SH-18, Baithalangso-Tika road",25.95381,92.60444,Debris,Slide,Debris,Slide,0,,8.73,14.97122951,0.486417452,1
398,ASM/WKA/83C09/2016/35,Assam,West Karbi Anglong,N of Langchar Terongaon,"SH-18, Baithalangso-Tika road",25.95386,92.60367,Debris,Slide,Debris,Slide,0,,10.24,14.97122951,0.486417452,1
399,AS/KAR/83G09/2017/11,Assam,Karbi Anglong,Gautam basti,NH39,25.95514,93.72997,Debris,Slide,Debris,Slide,0,,0.31,12.94967213,0.492063559,1
368,AS/KAR/83G05/2017/16,Assam,Karbi Anglong,Dharamnala2,Diphu,25.84267,93.45244,Soil cum debris,Slide,Debris cum Soil,Slide,0,,0.87,12.94967213,0.492063559,1
369,AS/KAR/83G05/2017/15,Assam,Karbi Anglong,Matipung,Diphu,25.84444,93.45331,Soil cum debris,Slide,Debris cum Soil,Slide,0,,1.34,12.94967213,0.492063559,1
370,ASM/WKA/83C09/2016/24,Assam,West Karbi Anglong,Amlong,Hamren-Amlong road,25.84494,92.61514,Debris,Slide,Debris,Slide,0,,2.62,14.97122951,0.486417452,1
371,AS/KAR/83G09/2017/10,Assam,Karbi Anglong,Hafjan Kidingpur5,DhansiriChiru Timung road,25.84512,93.56682,Debris,Slide,Debris,Slide,0,,1.13,12.94967213,0.492063559,1
542,AS/KAR/83F11/2018/3,Assam,Karbi Anglong,Nahor Langso-3,Daigurung road,26.3477,93.7399,Debris,Slide,Debris,Slide,0,,4.78,12.94967213,0.492063559,1
543,AS/KAR/83F11/2018/1,Assam,Karbi Anglong,Nahor Langso-1,Daigurung road,26.3478,93.7417,Soil,Slide,Soil,Slide,0,,2.16,12.94967213,0.492063559,1
544,AS/KAR/83F15/2018/2,Assam,Karbi Anglong,Numaligarh-Silonijan road slide 2,Numaligarh-Silonijan road,26.34838,93.78208,Soil,Slide,Soil,Slide,0,,1.54,12.94967213,0.492063559,1
514,AS/KAM/78N16/2015/84,Assam,Kamrup,Salbari,"Salbari, Nepali chowk, Kharghuli
Hill, Kamrup",26.191667,91.803611,Debris,Slide,Debris,Slide,0,,0.51,13.51032787,0.482562705,1
520,AS/GOA/78J08/2018/1,Assam,Goalpara,Suapata landslide,NH-31/Suapata,26.198,90.298,Rock cum debris,Slide,Debris cum Rock,Slide,0,,0.72,16.84770492,0.303980567,1
521,AS/NC/83G04/2009/B-5,Assam,Dima Hasao,Phaiding Landslide,Unknown,26.20261,91.14528,Debris,Unknown,Debris,Unknown,1,2009,0,12.87295082,0.464094262,1
523,AS/KAM/78N16/2015/75,Assam,Kamrup,Garogaon,"Garogaon Primary School,
Barigog-Panbari, Kamrup",26.205583,91.963222,Debris,Slide,Debris,Slide,0,,2.88,13.51032787,0.482562705,1
524,AS/KAM/78N12/2015/66,Assam,Kamrup,Jayguru Kalipahar,"infront of IIT Guwahati
approach",26.211111,91.684167,Rock cum Debris,Topple,Debris cum Rock,Topple,0,,5.59,13.51032787,0.482562705,1
525,AS/MOR/78N15/2015/108,Assam,Morigaon,Khatargaon,"Khatargaon, Bura Mayang
Pahar, Morigaon",26.250333,91.976694,Debris,Slide,Debris,Slide,0,,3.5,15.43778689,0.486425171,1
526,AS/KAM/78N11/2015/107,Assam,Kamrup,Bolabil,Bolabil near Kali mandir,26.256139,91.711583,Rock cum Debris,Slide,Debris cum Rock,Slide,0,,6.1,13.51032787,0.482562705,1
527,AS/KAR/83F03/2018/3,Assam,Karbi Anglong,Samelangso-Langlangso road slide-2,Samelangso-Langlangso road,26.297306,93.211833,Debris,Slide,Debris,Slide,0,,4.88,12.94967213,0.492063559,1
528,AS/KAR/83F03/2018/2,Assam,Karbi Anglong,Samelangso-Langlangso road slide-1,Samelangso-Langlangso road,26.297778,93.211111,Debris,Slide,Debris,Slide,0,,3.39,12.94967213,0.492063559,1
497,AS/KAM/78N12/2014/02,Assam,Kamrup,Kamakhaya Nursery,SH:AT Road,26.1625,91.71444,Debris,Flow,Debris,Flow,0,,1.34,13.51032787,0.482562705,1
498,AS/KAM/78N12/2015/67,Assam,Kamrup,KamakhyaBhubaneswari,"Nilachal Pahar, Guwahati.",26.166583,91.714806,Rock,Slide,Rock,Slide,0,,4.83,13.51032787,0.482562705,1
499,AS/KAM/83B04/2015/111,Assam,Kamrup,Bejeni-1,"Bejeni-1, Garwani Parbat,
Kamrup",26.171972,92.002611,Debris,Slide,Debris,Slide,0,,1.8,13.51032787,0.482562705,1
502,AS/KAM/78N16/2014/03,Assam,Kamrup (Metro),Bamunimaidan,Zoo Tiniali-Narengi Road,26.17672,91.78672,Earth,Flow,Earth,Flow,0,,0.67,14.77991803,0.483023429,1
558,AS/JOR/83J06/2020/6,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.55,94.36,Earth,Slide,Earth,Slide,1,2019,1.9,12.60819672,0.48548668,1
559,AS/JOR/83J06/2020/7,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.55,94.36,Rock,Slide,Rock,Slide,1,2019,1.9,12.60819672,0.48548668,1
560,AS/JOR/83J06/2020/8,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.55,94.36,Earth,Slide,Earth,Slide,1,2019,1.9,12.60819672,0.48548668,1
529,AS/KAR/83F03/2018/4,Assam,Karbi Anglong,Samelangso-Langlangso road slide-3,Samelangso-Langlangso road,26.298389,93.21625,Debris,Slide,Debris,Slide,0,,0.67,12.94967213,0.492063559,1
530,AS/KAR/83F03/2018/5,Assam,Karbi Anglong,Samelangso-Langlangso road slide-4,Samelangso-Langlangso road,26.302944,93.225389,Debris,Slide,Debris,Slide,0,,0.62,12.94967213,0.492063559,1
531,AS/KAR/83F03/2018/6,Assam,Karbi Anglong,Samelangso-Langlangso road slide-4,Samelangso-Langlangso road,26.303333,93.225694,Debris,Slide,Debris,Slide,0,,0.62,12.94967213,0.492063559,1
532,AS/KAR/83F07/2018/3,Assam,Karbi Anglong,Sartherang Juri Slide,Sartherang Juri,26.307972,93.275722,Soil,Slide,Soil,Slide,0,,6.2,12.94967213,0.492063559,1
533,AS/KAR/83F07/2018/2,Assam,Karbi Anglong,Rongar-eh Slide No. 2,"Rongar-eh ΓÇô Pinghat
Rangpigaon ΓÇô Tiabergaon
Road Section",26.314847,93.256125,Debris,Slide,Debris,Slide,0,,11.53,12.94967213,0.492063559,1
534,AS/KAR/83F07/2018/1,Assam,Karbi Anglong,Rongar-eh Slide No. 1,"Rongar-eh ΓÇô Pinghat
Rangpigaon ΓÇô Tiabergaon
Road Section",26.314964,93.256408,Debris,Slide,Debris,Slide,0,,11.53,12.94967213,0.492063559,1
535,AS/KAR/83F03/2018/1,Assam,Karbi Anglong,Bhelughat Slide,Waterfall road,26.323083,93.093167,Soil,Slide,Soil,Slide,0,,8.23,12.94967213,0.492063559,1
536,AS/KAR/83F08/2018/4,Assam,Karbi Anglong,Pinghat Rangpigaon Slide No. 1,Pinghat Rangpigaon,26.32685,93.267639,Soil,Slide,Soil,Slide,0,,0.62,12.94967213,0.492063559,1
537,AS/KAR/83F08/2018/5,Assam,Karbi Anglong,Pinghat Rangpigaon Slide No. 2,Pinghat Rangpigaon,26.3287,93.269194,Soil,Slide,Soil,Slide,0,,0.67,12.94967213,0.492063559,1
538,AS/KAR/83F03/2018/7,Assam,Karbi Anglong,"Bhelughat-Bisarpur Terongaon road
slide","Bhelughat-Bisarpur Terongaon
road",26.339833,93.099972,Debris,Slide,Debris,Slide,0,,0.26,12.94967213,0.492063559,1
539,AS/KAR/83F15/2018/1,Assam,Karbi Anglong,Numaligarh-Silonijan road slide 1,Numaligarh-Silonijan road,26.34075,93.78861,Soil,Slide,Soil,Slide,0,,1.75,12.94967213,0.492063559,1
540,AS/KAR/83F11/2018/2,Assam,Karbi Anglong,Nahor Langso-2,Daigurung road,26.3466,93.7356,Soil,Slide,Soil,Slide,0,,3.85,12.94967213,0.492063559,1
541,AS/KAR/83F08/2018/6,Assam,Karbi Anglong,Dak Ranghanggaon Slide,Dak Ranghanggaon,26.347417,93.2982,Soil,Slide,Soil,Slide,0,,9.94,12.94967213,0.492063559,1
573,AS/NAG/83F02/2018/4,Assam,Nagaon,NH-37 slide-1,"NH-37, 1 km west of Kaziranga
view point.",26.57455,93.11244,Debris,Slide,Debris,Slide,0,,0.87,13.91721311,0.483772541,1
574,AS/NAG/83F02/2018/5,Assam,Nagaon,NH-37 slide-2,"NH-37, betweenPheluguri ΓÇô
Nehrubasti.",26.57455,93.11244,Debris,Slide,Debris,Slide,0,,0.87,13.91721311,0.483772541,1
575,AS/NAG/83F02/2018/6,Assam,Nagaon,NH-37 slide-3,NH-37,26.57463,93.11297,Debris,Slide,Debris,Slide,0,,1.03,13.91721311,0.483772541,1
576,AS/KAR/83F10/2018/4,Assam,Karbi Anglong,Aparlangsali slide,"SH-35, Aparlangsali",26.57708,93.65836,Soil,Slide,Soil,Slide,0,,3.03,12.94967213,0.492063559,1
545,AS/KAR/83F15/2018/3,Assam,Karbi Anglong,Thedanghanse- Teranggaon road slide,"Thedanghanse- Teranggaon
road",26.34938,93.78091,Debris,Slide,Debris,Slide,0,,2.88,12.94967213,0.492063559,1
546,AS/KAR/83F15/2018/4,Assam,Karbi Anglong,Langsothedong slide,Langsothedong,26.35622,93.77941,Debris,Slide,Debris,Slide,0,,3.29,12.94967213,0.492063559,1
547,AS/BON/78J11/2018/1,Assam,Bongaigaon,Nayapara Railway Tunnel,Nayapara,26.3733,90.5499,Rock cum debris,Slide,Debris cum Rock,Slide,0,,2.37,22.98639344,0.411380669,1
549,AS/BON/78J11/2018/2,Assam,Bongaigaon,Shalabhandar Quarry,Shalabhandar,26.3848,90.5943,Rock,Slide,Rock,Slide,0,,2.62,22.98639344,0.411380669,1
550,AS/BON/78J07/2018/1,Assam,Bongaigaon,Majhigaon landslide,Majhigaon,26.394,90.48,Rock cum debris,Slide,Debris cum Rock,Slide,0,,0.51,22.98639344,0.411380669,1
551,AS/KAR/83F03/2018/8,Assam,Karbi Anglong,Anjukpani- Dumroi road slide,Anjukpani- Dumroi road,26.483278,93.181306,Debris,Slide,Debris,Slide,0,,2.16,12.94967213,0.492063559,1
552,AS/KAR/83F06/2018/6,Assam,Karbi Anglong,Teranggaon slide,Dathora ΓÇôTeranggaon road.,26.51925,93.47147,Soil,Slide,Soil,Slide,0,,7.98,12.94967213,0.492063559,1
553,AS/KAR/83F06/2018/1,Assam,Karbi Anglong,Paniramtokbi slide,Paniramtokbi,26.5235,93.28166,Debris,Slide,Debris,Slide,0,,0.46,12.94967213,0.492063559,1
554,AS/JOR/83J06/2020/9,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.54,94.37,Earth,Slide,Earth,Slide,1,2019,0.26,12.60819672,0.48548668,1
555,AS/JOR/83J06/2020/10,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.54,94.37,Earth,Slide,Earth,Slide,1,2019,0.26,12.60819672,0.48548668,1
556,AS/JOR/83J06/2020/11,Assam,Jorhat,Unknown,"Mariani-Chanki Rd (New
Chungiayimsen)",26.54,94.37,Earth,Slide,Earth,Slide,1,2019,0.26,12.60819672,0.48548668,1
557,AS/JOR/83J06/2020/5,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.55,94.36,Earth,Slide,Earth,Slide,1,2019,1.9,12.60819672,0.48548668,1
581,AS/KAR/83F06/2018/4,Assam,Karbi Anglong,DiringLangso slide,Diring,26.59041,93.47616,Debris,Slide,Debris,Slide,0,,2.16,12.94967213,0.492063559,1
582,AS/KAR/83F06/2018/3,Assam,Karbi Anglong,Sapjuri-Dalamara road slide,Sapjuri-Dalamara road,26.59416,93.547361,Debris,Slide,Debris,Slide,0,,1.49,12.94967213,0.492063559,1
584,AS/JOR/83J06/2020/12,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.6,94.35,Earth,Slide,Earth,Slide,1,2018,1.54,10.53114754,0.493744877,1
585,AS/JOR/83J06/2020/13,Assam,Jorhat,Unknown,NH702D (Before Tsetapda Gate),26.6,94.35,Rock,Slide,Rock,Slide,1,2019,1.54,10.62377049,0.482765369,1
587,AS/KAR/83F06/2018/5,Assam,Karbi Anglong,Panbari Parbat slide,Panbari Parbat,26.60275,93.48408,Debris,Slide,Debris,Slide,0,,1.65,12.94967213,0.492063559,1
588,AS/KAR/83F10/2018/3,Assam,Karbi Anglong,BaburangTokbi slide,"BaburangTokbi, Dalamara area",26.60358,93.481,Debris,Slide,Debris,Slide,0,,0.67,12.94967213,0.492063559,1
591,AS/SON/83B13/2018/5,Assam,Sonitpur,Nishi Phuloguri Howa River slide,GaroBasti,26.9174,92.77163,Debris,Slide,Debris,Slide,0,,3.7,15.70459016,0.405661441,1
592,AS/SON/83B13/2018/4,Assam,Sonitpur,"Howa River ,GaroBasti slide-2",GaroBasti,26.92013,92.75994,Debris,Slide,Debris,Slide,0,,4.06,15.70459016,0.405661441,1
561,AS/JOR/83J06/2020/2,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.56,94.36,Earth,Slide,Earth,Slide,1,2019,1.39,12.60819672,0.48548668,1
562,AS/JOR/83J06/2020/3,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.56,94.36,Debris,Slide,Debris,Slide,1,2019,1.39,12.60819672,0.48548668,1
563,AS/JOR/83J06/2020/4,Assam,Jorhat,Unknown,Mariani-Chanki Rd,26.56,94.36,Earth,Slide,Earth,Slide,1,2019,1.39,12.60819672,0.48548668,1
567,AS/NAG/83F02/2018/1,Assam,Nagaon,Kalapani slide,Kalapani,26.56111,93.04925,Debris,Slide,Debris,Slide,0,,1.29,13.91721311,0.483772541,1
568,AS/NAG/83F02/2018/2,Assam,Nagaon,Amguri tea garden slide.,Amguri.,26.56252,93.05658,Soil,Slide,Soil,Slide,0,,0.41,13.91721311,0.483772541,1
570,AS/NAG/83F02/2018/3,Assam,Nagaon,Deosurgaon road slide.,Phulaguri,26.57411,93.09811,Debris,Slide,Debris,Slide,0,,0.41,13.91721311,0.483772541,1
571,AS/NAG/83F02/2018/7,Assam,Nagaon,NH-37 slide-4,NH-37,26.57436,93.10647,Debris,Slide,Debris,Slide,0,,0.77,13.91721311,0.483772541,1
572,AS/KAR/83F10/2018/1,Assam,Karbi Anglong,Numaligarh-Bokaghat road.,"Arlongchuhu temple area,
KekangAdong.",26.57447,93.66297,Soil,Slide,Soil,Slide,0,,0.15,12.94967213,0.492063559,1
